Model,Scenario,Region_Category,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2070,2080,2090,2100
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,EST,GDP|PPP|Counterfactual without damage,billion US$2010/yr,45.5962,45.7023,53.3452,58.2816,61.4649,63.6048,65.4066,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ETH,GDP|PPP|Counterfactual without damage,billion US$2010/yr,254.3372,332.122,456.7147,631.5981,854.0293,1143.6126,1512.0412,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,EU27,GDP|PPP|Counterfactual without damage,billion US$2010/yr,17941.2917,19080.6685,20458.8191,21854.8434,23142.6619,24463.7476,25852.1711,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,FIN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,251.9178,253.2587,268.6652,282.6409,295.6541,309.9912,326.2143,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,FRA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2749.3065,2880.2763,3069.7092,3254.5112,3426.7558,3614.2161,3825.2382,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GAB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.2615,32.9212,37.7676,45.6864,54.2876,63.7843,74.2247,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GBR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2728.5081,2959.1445,3179.9489,3453.5797,3761.5709,4125.301,4531.1296,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GEO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,50.2212,73.654,95.2607,117.1938,134.3237,146.5829,155.0212,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GHA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,160.8086,182.2814,230.115,294.5557,371.1742,464.6354,577.6844,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GRC,GDP|PPP|Counterfactual without damage,billion US$2010/yr,279.8135,320.9766,350.4182,375.6929,402.1853,429.5614,457.7191,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,GTM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,148.2861,170.9902,204.9675,245.1036,293.1617,350.053,415.293,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,HKG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,370.2566,412.6991,460.0868,496.0612,514.154,518.3685,515.4897,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,HND,GDP|PPP|Counterfactual without damage,billion US$2010/yr,53.3624,63.4591,75.9583,91.7067,111.929,137.5529,169.5469,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,HRV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,111.2271,135.0603,151.3606,162.831,169.065,173.1467,176.3383,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,HTI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,35.081,31.7483,35.2092,43.3868,54.3679,68.9611,88.0997,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,HUN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,302.4031,330.7339,371.0656,405.128,429.6152,449.8201,468.7986,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,IDN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2967.2769,3650.6235,4501.5428,5418.6145,6390.8286,7337.3415,8275.4386,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,IND,GDP|PPP|Counterfactual without damage,billion US$2010/yr,8405.4977,11243.2752,15166.8629,18973.8996,22897.5726,27196.0281,31799.2572,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,IRL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,453.1625,556.6808,619.7988,683.781,758.0851,852.8018,962.0191,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,IRN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1189.0812,1317.8251,1410.6828,1564.7371,1702.5851,1828.3234,1952.3451,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,IRQ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,371.2787,398.1713,446.3036,575.4292,840.5418,1168.0941,1534.3333,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ISL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,17.4085,20.1719,22.4154,25.1706,28.025,30.7177,33.2199,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ISR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,328.7135,393.0513,452.9327,526.6786,609.4141,695.2536,780.7881,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ITA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2171.2251,2340.1191,2425.9609,2558.9803,2682.8607,2818.1485,2961.4009,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,JAM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,27.2292,29.2618,31.2946,33.7139,37.0407,41.2923,46.4926,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,JOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,94.7359,102.0634,114.1865,133.031,157.9632,188.2887,224.6434,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,JPN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,4746.2596,4926.3262,5089.8234,5289.5231,5473.202,5660.3168,5869.7588,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KAZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,458.9907,579.189,660.1004,745.6476,827.1606,900.3751,968.1497,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,222.0135,280.7575,358.9534,460.0591,581.3778,730.8414,911.6812,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KGZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.3599,39.2988,47.493,56.9568,67.6547,79.6397,93.3866,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KHM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,65.832,82.6578,111.4717,149.65,195.8222,250.4093,316.164,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2014.179,2215.4063,2412.1628,2584.8079,2714.6631,2798.4051,2860.5509,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,KWT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,180.7686,202.0641,220.0568,247.7448,278.0982,305.7424,332.5476,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LBN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,69.4867,62.4176,67.6209,75.7146,86.253,99.0924,114.3214,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LBY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,98.5689,139.9578,154.039,163.753,186.6132,220.9281,265.9156,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LKA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,266.2904,249.2426,289.5172,338.3239,390.1094,443.0165,500.6049,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LTU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,99.3958,105.5416,118.3226,124.4297,126.8486,128.0014,127.9842,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LUX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,69.0034,72.4574,82.1296,88.0558,91.6533,93.9242,96.1021,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,LVA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,53.7674,57.9291,62.5206,66.0955,68.304,69.7779,71.5268,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MAR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,265.2957,300.913,343.1984,405.6152,478.2143,560.1768,655.9515,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MDA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,30.1724,37.5728,47.5408,57.0019,64.7121,70.8208,75.74,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MEX,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2331.3964,2564.5615,2909.1417,3287.6287,3700.4525,4154.4555,4644.781,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MKD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,32.2109,35.3551,40.7792,46.434,52.1344,57.8424,63.8183,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MLI,GDP|PPP|Counterfactual without damage,billion US$2010/yr,42.7941,50.7989,65.2055,89.5074,122.653,167.6893,227.2567,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MLT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,22.2691,27.7054,32.5677,37.1774,40.3899,42.9331,45.1107,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MMR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,248.1799,217.6387,252.2621,300.7829,355.3324,414.9475,483.5271,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MNE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,11.0628,14.0172,15.7491,17.6043,19.1427,20.3754,21.4914,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MNG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.0858,42.6713,50.892,61.7921,73.7839,86.617,101.3621,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MOZ,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.5099,44.1984,70.5505,110.982,161.8467,227.4944,311.438,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,24.3024,29.6813,34.4265,39.8268,45.3047,50.9246,56.4776,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,MYS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,805.8518,993.7437,1198.4161,1416.7625,1610.0315,1776.7519,1935.6192,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NAM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,21.3666,24.1622,27.2663,32.2857,38.8002,46.8145,56.2347,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,28.0578,37.7785,51.11,74.2791,105.8815,149.8462,210.6544,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,962.2294,1083.701,1272.8169,1616.9919,2040.8882,2575.8089,3249.6074,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NIC,GDP|PPP|Counterfactual without damage,billion US$2010/yr,37.0512,43.1826,51.0525,61.2205,74.3048,90.8629,111.506,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NLD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,916.3172,966.2095,1042.9444,1108.3052,1164.166,1221.3175,1280.1352,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NOR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,320.2699,336.1167,356.9153,386.256,418.0721,450.2377,483.9618,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NPL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,103.6585,124.0275,158.0453,202.966,256.9266,319.9303,394.9458,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,NZL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,194.1802,208.9264,229.4116,255.7967,282.6292,309.6482,337.6181,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,OMN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,141.9345,154.7668,174.3536,201.2795,230.8502,261.1523,292.5156,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PAK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1077.0236,1240.065,1561.3549,1997.7959,2578.1807,3322.9048,4273.733,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,119.8013,163.0067,196.527,229.0253,258.0769,285.5206,312.6877,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PER,GDP|PPP|Counterfactual without damage,billion US$2010/yr,399.1004,460.0965,530.011,607.3308,693.4645,788.9916,894.7486,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,818.8059,1069.4402,1443.6155,1897.2969,2366.9658,2845.3758,3350.3598,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,POL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1218.1399,1360.4362,1576.6222,1746.4447,1875.0976,1960.4858,2032.8017,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PRK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,44.318,53.6041,69.2673,91.2214,119.9551,154.78,196.8605,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PRT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,320.4689,356.7479,388.5585,420.8528,452.1855,483.6304,516.5421,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,PRY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,92.4188,100.1299,118.0955,137.4987,157.7632,179.6941,203.5308,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,QAT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,231.9313,253.9859,291.6678,320.849,343.1534,361.3707,380.4366,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ROU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,515.9015,577.1682,644.9825,704.135,744.1887,772.6714,795.77,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,RUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3547.8179,3910.6998,4171.1205,4505.5242,4861.1206,5228.3691,5602.1477,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SAU,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1510.1532,1736.3349,2070.7834,2408.0108,2717.8456,2977.2502,3195.9422,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SDN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,166.2841,135.47,162.945,196.6483,234.1938,276.4158,325.3324,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,52.8113,70.3379,91.0742,122.6984,159.2012,203.2105,256.5801,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SGP,GDP|PPP|Counterfactual without damage,billion US$2010/yr,506.6689,586.9721,660.245,732.8741,779.6356,801.5754,808.4968,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SLV,GDP|PPP|Counterfactual without damage,billion US$2010/yr,54.7392,61.3773,67.6742,76.003,86.4258,99.1966,114.3738,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SRB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,122.7932,139.9167,165.3118,193.3559,219.101,242.5696,265.1352,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SSD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,5.0587,5.8613,7.4433,9.3123,11.4866,14.4198,18.3503,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,9.7582,9.6024,11.0607,12.6655,14.5463,16.6902,19.0649,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SVK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,179.871,188.7339,206.5285,225.4342,242.6004,257.9573,273.537,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SVN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,74.5604,81.8103,90.9391,98.1648,103.185,107.0485,111.2926,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,522.3409,548.0984,613.8375,670.0446,716.4855,762.7727,811.938,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,SYR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,177.9637,240.3431,363.9404,532.7114,729.4057,951.9073,1199.5762,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,16.4701,20.792,27.0025,35.8977,46.8306,60.6368,77.9462,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,THA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1131.8273,1250.3827,1437.7524,1643.101,1837.1365,2011.3948,2180.0332,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TJK,GDP|PPP|Counterfactual without damage,billion US$2010/yr,33.6347,47.7942,59.2966,72.9299,89.34,108.628,131.4347,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TKM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,91.3629,106.7407,117.3969,130.5091,142.4893,153.8376,166.0052,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TTO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.3237,36.2218,38.6196,40.9117,43.4464,46.1638,49.2573,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TUN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,117.5433,122.2875,134.0671,152.4683,175.3126,201.1378,230.07,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TUR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,2313.637,2849.6205,3354.077,3927.6065,4471.1423,4978.1187,5454.6647,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TWN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1108.742,1266.0367,1402.3348,1496.8247,1520.4885,1489.698,1430.1581,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,TZA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,152.7759,191.6496,264.5635,362.9701,480.1609,625.1189,804.7441,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,UGA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,95.6789,123.2065,168.0354,229.2271,300.5728,387.8918,495.4263,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,UKR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,500.6038,424.1417,525.1149,625.9519,726.1525,822.3959,918.7383,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,URY,GDP|PPP|Counterfactual without damage,billion US$2010/yr,79.3631,86.9748,96.7688,105.2404,112.6991,119.763,126.5587,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,USA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,18774.2471,21015.8452,23097.0789,24858.3111,26474.379,28010.4393,29513.1868,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,UZB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,244.9415,336.1932,435.37,543.8654,658.0258,775.5489,898.6758,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,VEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,360.2507,358.6993,421.2784,509.1415,604.4835,710.1563,827.16,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,VNM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,948.3471,1208.2096,1665.0104,2197.0313,2702.5764,3164.1249,3602.5664,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,YEM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,53.9526,55.7733,71.0511,92.9554,124.3203,166.0347,219.425,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ZAF,GDP|PPP|Counterfactual without damage,billion US$2010/yr,702.4845,743.5843,792.4861,906.1351,1063.9436,1261.796,1490.438,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ZMB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,57.2089,68.127,86.0382,110.688,139.8734,175.7045,219.6267,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Current Policies,All Countries,ZWE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,28.7387,35.6037,41.5603,50.6597,60.3256,71.0915,83.3502,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,AGO,GDP|PPP|Counterfactual without damage,billion US$2010/yr,191.2012,207.6061,245.0522,301.762,367.0408,454.3312,566.5326,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,ALB,GDP|PPP|Counterfactual without damage,billion US$2010/yr,37.613,44.9095,51.8121,59.5427,66.5067,72.4157,77.4658,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,ARE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,593.172,708.3272,845.248,989.8939,1080.0425,1138.2334,1183.2129,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,ARG,GDP|PPP|Counterfactual without damage,billion US$2010/yr,786.9881,835.4173,938.179,1030.1649,1121.4722,1234.5222,1369.6012,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,ARM,GDP|PPP|Counterfactual without damage,billion US$2010/yr,36.2383,52.1731,64.656,74.8108,78.2131,81.3828,88.4654,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,AUS,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1191.0755,1294.4377,1432.3759,1625.5801,1816.1788,2027.89,2262.4918,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,AUT,GDP|PPP|Counterfactual without damage,billion US$2010/yr,444.5636,462.1733,501.5223,529.9088,548.8959,576.4061,607.0263,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,AZE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,133.9006,164.1627,184.047,195.9112,195.4596,201.6589,223.7021,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BEL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,539.0806,577.3397,617.4846,652.2604,672.2869,700.5338,733.7833,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BEN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,38.2478,49.8459,66.3706,91.4377,119.8686,154.8438,197.106,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BGD,GDP|PPP|Counterfactual without damage,billion US$2010/yr,938.4652,1250.0637,1740.1367,2337.8005,2929.6902,3566.1226,4240.8951,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BGR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,159.4959,179.0576,202.5364,222.741,235.0805,248.4562,262.6305,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BHR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,66.9288,74.9205,82.923,94.1392,102.5403,109.8523,117.7801,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BIH,GDP|PPP|Counterfactual without damage,billion US$2010/yr,47.4508,54.2123,61.2649,68.5572,73.3163,76.0895,77.8957,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BLR,GDP|PPP|Counterfactual without damage,billion US$2010/yr,174.2975,183.2613,189.1069,191.4723,183.7944,182.2563,193.6511,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BOL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,96.1152,103.2409,114.9088,130.9745,152.4254,181.3121,217.6575,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BRA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,3078.2266,3305.6695,3565.1904,4000.0586,4524.2638,5191.4945,5971.1538,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BRN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,25.5485,25.3603,29.2862,33.2481,35.7195,37.5973,39.044,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,BWA,GDP|PPP|Counterfactual without damage,billion US$2010/yr,32.7466,42.1044,50.4514,60.9056,70.1669,79.7727,89.5811,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,CAN,GDP|PPP|Counterfactual without damage,billion US$2010/yr,1633.8211,1742.7628,1879.0884,2094.5453,2311.2402,2544.7478,2796.6192,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,CHE,GDP|PPP|Counterfactual without damage,billion US$2010/yr,554.1454,584.048,600.0662,633.3641,663.2066,690.5278,719.7438,,,,,,
Downscaling[REMIND-MAgPIE 3.3-4.8],Delayed transition,All Countries,CHL,GDP|PPP|Counterfactual without damage,billion US$2010/yr,430.2798,474.7188,507.0779,553.0468,598.8508,653.1614,712.7765,,,,,,
